country,name,full_name,tag,isin,id,currency,symbol
brazil,FII Rio Bravo Renda Corporativa,FII Rio Bravo Renda Corporativa,fii-riob-rc,BRFFCICTF005,940945,BRL,RCRB11
brazil,FII GEN SHOP,FII GEN SHOP,fii-gen-shop,BRFIGSCTF009,940946,BRL,FIGS11
brazil,FII FATORFIX,FII FATORFIX,fii-fatorfix,BRFIXXCTF004,940947,BRL,FIXX11
brazil,FII S F LIMA,FII S F LIMA,fii-s-f-lima,BRFLMACTF009,940948,BRL,FLMA11
brazil,FII A BRANCA,FII A BRANCA,fii-a-branca,BRFPABCTF011,940949,BRL,FPAB11
brazil,FII GWI RI,FII GWI RI,fii-gwi-ri,BRHMOCCTF005,940951,BRL,HMOC11
brazil,FII CSHG CRI,FII CSHG CRI,fii-cshg-cri,BRHGCRCTF000,940952,BRL,HGCR11
brazil,FII CSHG LOG,FII CSHG LOG,fii-cshg-log,BRHGLGCTF004,940953,BRL,HGLG11
brazil,FII HG REAL,FII HG REAL,fii-hg-real,BRHGRECTF006,940954,BRL,HGRE11
brazil,FII JS REAL,FII JS REAL,fii-js-real,BRJSRECTF007,940955,BRL,JSRE11
brazil,FII KINEA RI,FII KINEA RI,fii-kinea-ri,BRKNCRCTF000,940956,BRL,KNCR11
brazil,FII KII REAL,FII KII REAL,fii-kii-real,BRKNRECTF006,940957,BRL,KNRE11
brazil,FII KINEA,FII KINEA,fii-kinea,BRKNRICTF007,940958,BRL,KNRI11
brazil,FII MAXI REN,FII MAXI REN,fii-maxi-ren,BRMXRFCTF008,940960,BRL,MXRF11
brazil,FII THE ONE,FII THE ONE,fii-the-one,BRONEFCTF003,940961,BRL,ONEF11
brazil,FII D PEDRO,FII D PEDRO,fii-d-pedro,BRPQDPCTF004,940962,BRL,PQDP11
brazil,FII P VARGAS,FII P VARGAS,fii-p-vargas,BRPRSVCTF008,940963,BRL,PRSV11
brazil,FII JHSF FBV,FII JHSF FBV,fii-jhsf-fbv,BRRBBVCTF004,940964,BRL,RBBV11
brazil,FII RIOBRCIB,FII RIOBRCIB,fii-riobrcib,BRRBCBCTF004,940965,BRL,RBCB11
brazil,FII RB GSB I,FII RB GSB I,fii-rb-gsb-i,BRRBGSCTF009,940966,BRL,RBGS11
brazil,FII RB II,FII RB II,fii-rb-ii,BRRBRDCTF008,940968,BRL,RBRD11
brazil,FII RIOBCRI2,FII RIOBCRI2,fii-riobcri2,BRRBVOCTF007,940969,BRL,RBVO11
brazil,FII RD ESCRI,FII RD ESCRI,fii-rd-escri,BRRDESCTF000,940970,BRL,RDES11
brazil,FII BB R PAP,FII BB R PAP,fii-bb-r-pap,BRRNDPCTF007,940971,BRL,RNDP11
brazil,FII RIONEGRO,FII RIONEGRO,fii-rionegro,BRRNGOCTF003,940972,BRL,RNGO11
brazil,FII SANT AGE,FII SANT AGE,fii-sant-age,BRSAAGCTF007,940973,BRL,SAAG11
brazil,FII SDI LOG,FII SDI LOG,fii-sdi-log,BRSDILCTF004,940974,BRL,SDIL11
brazil,FII HIGIENOP,FII HIGIENOP,fii-higienop,BRSHPHCTF008,940975,BRL,SHPH11
brazil,FII SP DOWNT,FII SP DOWNT,fii-sp-downt,BRSPTWCTF002,940976,BRL,SPTW11
brazil,FII TBOFFICE,FII TBOFFICE,fii-tboffice,BRTBOFCTF006,940977,BRL,TBOF11
brazil,FII TRX LOG,FII TRX LOG,fii-trx-log,BRTRXLCTF001,940978,BRL,TRXL11
brazil,FII OLIMPIA,FII OLIMPIA,fii-olimpia,BRVLOLCTF009,940979,BRL,VLOL11
brazil,FII FATOR VE,FII FATOR VE,fii-fator-ve,BRVRTACTF008,940980,BRL,VRTA11
brazil,FII XP MACAE,FII XP MACAE,fii-xp-macae,BRXPCMCTF009,940981,BRL,XPCM11
brazil,FII TRXE COR,FII TRXE COR,fii-trxe-cor,BRXTEDCTF006,940983,BRL,XTED11
brazil,SANTANDER BRON,Banco Santander SA B3,banco-santander-sa-b3,BRSANBACNOR8,943639,BRL,SANB3
brazil,SOMOS EDU S/A ON,Somos Educacao SA,abril-educacao-sa,BRSEDUACNOR1,950041,BRL,SEDU3
brazil,Fras Le SA,Fras Le SA,fras-le-sa,BRFRASACNOR0,950042,BRL,FRAS3
brazil,Duke Energy Intl Geracao Para,Duke Energy Intl Geracao Para,duke-energy-intl-geracao-para,BRGEPAACNPR9,950043,BRL,GEPA4
brazil,Ouro Fino Saude Animal Particip,Ouro Fino Saude Animal Particip,ouro-fino-saude-animal-particip,BROFSAACNOR7,950046,BRL,OFSA3
brazil,Cosan Logistica SA,Cosan Logistica SA,cosan-logistica-sa,BRRLOGACNOR4,950047,BRL,RLOG3
brazil,Tec Toy SA,Tec Toy SA,tec-toy-sa,BRTOYBACNOR4,950048,BRL,TOYB3
brazil,Apple Inc BDR,Apple Inc BDR,apple-inc-bdr,BRAAPLBDR004,953555,BRL,AAPL34
brazil,Abbott Laboratories BDR,Abbott Laboratories BDR,abbott-laboratories-bdr,BRABTTBDR007,953556,BRL,ABTT34
brazil,Amgen Inc BDR,Amgen Inc BDR,amgen-inc-bdr,BRAMGNBDR004,953557,BRL,AMGN34
brazil,Amazon.com Inc BDR,Amazon.com Inc BDR,amazon.com-inc-bdr,BRAMZOBDR002,953558,BRL,AMZO34
brazil,ArcelorMittal BDR,ArcelorMittal BDR,arcelormittal-bdr,BRARMTBDR008,953559,BRL,ARMT34
brazil,ATT Inc BDR,AT&T Inc BDR,att-inc-bdr,BRATTBBDR007,953560,BRL,ATTB34
brazil,American Express Co BDR,American Express Co BDR,american-express-co-bdr,BRAXPBBDR007,953561,BRL,AXPB34
brazil,Berkshire Hathaway BDR,Berkshire Hathaway Inc BDR,berkshire-hathaway-bdr,BRBERKBDR002,953562,BRL,BERK34
brazil,Bank of America Corp BDR,Bank of America Corp BDR,bank-of-america-corp-bdr,BRBOACBDR004,953563,BRL,BOAC34
brazil,Caterpillar Inc BDR,Caterpillar Inc BDR,caterpillar-inc-bdr,BRCATPBDR003,953564,BRL,CATP34
brazil,Comcast Corp BDR,Comcast Corp BDR,comcast-corp-bdr,BRCMCSBDR008,953565,BRL,CMCS34
brazil,The Coca Cola Co BDR,The Coca-Cola Co BDR,the-coca-cola-co-bdr,BRCOCABDR002,953566,BRL,COCA34
brazil,Cisco Systems Inc BDR,Cisco Systems Inc BDR,cisco-systems-inc-bdr,BRCSCOBDR004,953567,BRL,CSCO34
brazil,Walt Disney Co BDR,Walt Disney Co BDR,walt-disney-co-bdr,BRDISBBDR006,953568,BRL,DISB34
brazil,Exxon Mobil Corp BDR,Exxon Mobil Corp BDR,exxon-mobil-corp-bdr,BREXXOBDR006,953569,BRL,EXXO34
brazil,Ford Motor Co BDR,Ford Motor Co BDR,ford-motor-co-bdr,BRFDMOBDR008,953570,BRL,FDMO34
brazil,General Electric Co BDR,General Electric Co BDR,general-electric-co-bdr,BRGEOOBDR000,953571,BRL,GEOO34
brazil,Goldman Sachs Group BDR,Goldman Sachs Group BDR,goldman-sachs-group-bdr,BRGSGIBDR008,953573,BRL,GSGI34
brazil,Halliburton Co BDR,Halliburton Co BDR,halliburton-co-bdr,BRHALIBDR004,953574,BRL,HALI34
brazil,Home Depot Inc BDR,Home Depot Inc BDR,home-depot-inc-bdr,BRHOMEBDR002,953575,BRL,HOME34
brazil,Hewlett Packard Co BDR,Hewlett-Packard Co BDR,hewlett-packard-co-bdr,BRHPQBBDR006,953576,BRL,HPQB34
brazil,Intel Corp BDR,Intel Corp BDR,intel-corp-bdr,BRITLCBDR005,953577,BRL,ITLC34
brazil,Johnson Johnson BDR,Johnson & Johnson BDR,johnson-johnson-bdr,BRJNJBBDR002,953578,BRL,JNJB34
brazil,JPMorgan Chase Co BDR,JPMorgan Chase & Co BDR,jpmorgan-chase-co-bdr,BRJPMCBDR009,953579,BRL,JPMC34
brazil,Lockheed Martin Corp BDR,Lockheed Martin Corp BDR,lockheed-martin-corp-bdr,BRLMTBBDR009,953581,BRL,LMTB34
brazil,3M Co BDR,3M Co BDR,3m-co-bdr,BRMMMCBDR000,953582,BRL,MMMC34
brazil,Merck Co Inc BDR,Merck & Co Inc BDR,merck-co-inc-bdr,BRMRCKBDR003,953583,BRL,MRCK34
brazil,MasterCard Inc BDR,MasterCard Inc BDR,mastercard-inc-bdr,BRMSCDBDR006,953584,BRL,MSCD34
brazil,Microsoft Corp BDR,Microsoft Corp BDR,microsoft-corp-bdr,BRMSFTBDR005,953585,BRL,MSFT34
brazil,Nike Inc BDR,Nike Inc BDR,nike-inc-bdr,BRNIKEBDR006,953586,BRL,NIKE34
brazil,Oracle Corp BDR,Oracle Corp BDR,oracle-corp-bdr,BRORCLBDR007,953587,BRL,ORCL34
brazil,Pfizer Inc BDR,Pfizer Inc BDR,pfizer-inc-bdr,BRPFIZBDR006,953588,BRL,PFIZ34
brazil,Procter Gamble Co BDR,Procter & Gamble Co BDR,procter-gamble-co-bdr,BRPGCOBDR001,953589,BRL,PGCO34
brazil,Starbucks Corp BDR,Starbucks Corp BDR,starbucks-corp-bdr,BRSBUBBDR005,953590,BRL,SBUB34
brazil,Verizon Communications BDR,Verizon Communications Inc BDR,verizon-communications-bdr,BRVERZBDR008,953591,BRL,VERZ34
brazil,Visa Inc BDR,Visa Inc BDR,visa-inc-bdr,BRVISABDR000,953592,BRL,VISA34
brazil,Wal Mart Stores Inc BDR,Wal Mart Stores Inc BDR,wal-mart-stores-inc-bdr,BRWALMBDR005,953593,BRL,WALM34
brazil,Wells Fargo Co BDR,Wells Fargo & Co BDR,wells-fargo-co-bdr,BRWFCOBDR009,953594,BRL,WFCO34
brazil,FPC Par Corretora De Seguros,FPC Par Corretora De Seguros S/A,fpc-par-corretora-de-seguros-sa,BRWIZSACNOR1,953902,BRL,WIZS3
brazil,Boeing Co BDR,Boeing Co BDR,boeing-co-bdr,BRBOEIBDR003,955705,BRL,BOEI34
brazil,Chevron Corp BDR,Chevron Corp BDR,chevron-corp-bdr,BRCHVXBDR008,955706,BRL,CHVX34
brazil,ConocoPhillips DRC,ConocoPhillips DRC,conocophillips,BRCOPHBDR009,955707,BRL,COPH34
brazil,Citigroup Inc BDR,Citigroup Inc BDR,citigroup-inc-bdr,BRCTGPBDR000,955708,BRL,CTGP34
brazil,Facebook Inc BDR,Facebook Inc BDR,facebook-inc-bdr,BRFBOKBDR006,955710,BRL,FBOK34
brazil,International Business Machines BDR,International Business Machines BDR,international-business-machines-bdr,BRIBMBBDR003,955711,BRL,IBMB34
brazil,Eli Lilly and Co BDR,Eli Lilly and Co BDR,eli-lilly-and-co-bdr,BRLILYBDR006,955712,BRL,LILY34
brazil,McDonalds Corp BDR,McDonalds Corp BDR,mcdonalds-corp-bdr,BRMCDCBDR000,955713,BRL,MCDC34
brazil,Fundo Investimento Imobil Merito,Fundo Investimento Imobil Merito,fundo-investimento-imobil-merito,BRMFIICTF008,955714,BRL,MFII11
brazil,Morgan Stanley Bank AG,Morgan Stanley Bank AG,morgan-stanley-bank-ag,BRMSBRBDR008,955715,BRL,MSBR34
brazil,Netflix Inc DRC,Netflix Inc DRC,netflix-inc,BRNFLXBDR000,955716,BRL,NFLX34
brazil,PepsiCo Inc BDR,PepsiCo Inc BDR,pepsico-inc-bdr,BRPEPBBDR005,955717,BRL,PEPB34
brazil,Schlumberger AG,Schlumberger AG,schlumberger-ag,BRSLBGBDR003,955718,BRL,SLBG34
brazil,United Parcel Service Inc,United Parcel Service Inc,united-parcel-service-inc,BRUPSSBDR009,955720,BRL,UPSS34
brazil,U.S. Bancorp DRC,U.S. Bancorp DRC,u.s.-bancorp,BRUSBCBDR003,955721,BRL,USBC34
brazil,Guararapes Confeccoes ON,Guararapes Confeccoes SA,guararapes-confeccoes-on,BRGUARACNOR4,958338,BRL,GUAR3
brazil,Accenture PLC BDR,Accenture PLC,accenture-plc-bdr,BRACNBBDR006,959108,BRL,ACNB34
brazil,Bank of New York Mellon Corp BDR,Bank of New York Mellon Corp,bank-of-new-york-mellon-corp-bdr,BRBONYBDR001,959109,BRL,BONY34
brazil,Danaher Corp BDR,Danaher Corp,danaher-corp-bdr,BRDHERBDR004,959110,BRL,DHER34
brazil,Gradiente Electronica SA,Gradiente Electronica SA,gradiente-electronica-sa,BRIGBRACNOR7,959111,BRL,IGBR3
brazil,Kimberly Clark Corp BDR,Kimberly Clark Corp,kimberly-clark-corp-bdr,BRKMBBBDR009,959112,BRL,KMBB34
brazil,Metlife Inc BDR,Metlife Inc,metlife-inc-bdr,BRMETBBDR004,959113,BRL,METB34
brazil,Telecomunicacoes Brasileira SA Pref,Telecomunicacoes Brasileiras SA Telebras Pref,telecomunicacoes-brasileira-sa-pref,BRTELBACNPR9,959114,BRL,TELB4
brazil,Target Corp BDR,Target Corp,target-corp-bdr,BRTGTBBDR004,959115,BRL,TGTB34
brazil,Whirlpool SA,Whirlpool SA,whirlpool-sa,BRWHRLACNOR5,959116,BRL,WHRL3
brazil,Avon Products Inc BDR,Avon Products Inc BDR,avon-products-inc-bdr,BRAVONBDR009,960768,BRL,AVON34
brazil,Bristol Myers Squibb Company BDR,Bristol-Myers Squibb Company BDR,bristol-myers-squibb-company-bdr,BRBMYBBDR000,960769,BRL,BMYB34
brazil,Colgate Palmolive Co BDR,Colgate-Palmolive Co BDR,colgate-palmolive-co-bdr,BRCOLGBDR000,960770,BRL,COLG34
brazil,Coty Inc BDR,Coty Inc BDR,coty-inc-bdr,BRCOTYBDR006,960771,BRL,COTY34
brazil,eBay Inc BDR,eBay Inc BDR,ebay-inc-bdr,BREBAYBDR009,960772,BRL,EBAY34
brazil,Freeport Mcmoran Copper Gold Inc,Freeport Mcmoran Copper Gold Inc BD,freeport-mcmoran-copper-gold-inc,BRFCXOBDR007,960773,BRL,FCXO34
brazil,FedEx Corp BDR,FedEx Corp BDR,fedex-corp-bdr,BRFDXBBDR002,960774,BRL,FDXB34
brazil,General Dynamics Corp BDR,General Dynamics Corp BDR,general-dynamics-corp-bdr,BRGDBRBDR002,960775,BRL,GDBR34
brazil,The Hershey Company BDR,The Hershey Company BDR,the-hershey-company-bdr,BRHSHYBDR001,960776,BRL,HSHY34
brazil,Mondelez International Inc BDR,Mondelez International Inc BDR,mondelez-international-inc-bdr,BRMDLZBDR002,960777,BRL,MDLZ34
brazil,The Mosaic Company BDR,The Mosaic Company BDR,the-mosaic-company-bdr,BRMOSCBDR003,960778,BRL,MOSC34
brazil,Qualcomm Inc BDR,Qualcomm Inc BDR,qualcomm-inc-bdr,BRQCOMBDR007,960779,BRL,QCOM34
brazil,Texas Instruments Inc BDR,Texas Instruments Inc BDR,texas-instruments-inc-bdr,BRTEXABDR003,960780,BRL,TEXA34
brazil,Tiffany Co BDR,Tiffany Co BDR,tiffany-co-bdr,BRTIFFBDR000,960781,BRL,TIFF34
brazil,United Technologies Corp BDR,United Technologies Corp BDR,united-technologies-corp-bdr,BRUTECBDR005,960782,BRL,UTEC34
brazil,The Western Union Company BDR,The Western Union Company BDR,the-western-union-company-bdr,BRWUNIBDR007,960783,BRL,WUNI34
brazil,Xerox Corp BDR,Xerox Corp BDR,xerox-corp-bdr,BRXRXBBDR005,960784,BRL,XRXB34
brazil,Schulz SA,Schulz SA,schulz-sa,BRSHULACNPR4,961996,BRL,SHUL4
brazil,Atom Participacoes,Atom Participacoes SA em Recuperacao Judicial,atom-participacoes-sa-em-recuperaca,BRATOMACNOR1,962572,BRL,ATOM3
brazil,Kraft Heinz DRC,Kraft Heinz Co DRC,kraft-heinz-co-ba,BRKHCBBDR007,962573,BRL,KHCB34
brazil,AES TIETE E UNT N2,AES Tiete Energia SA,aes-tiete-energia-sa,BRTIETCDAM15,962574,BRL,TIET11
brazil,Companhia de Saneamento,Companhia de Saneamento do Parana Sanepar,companhia-de-saneamento-do-parana-s,BRSAPRACNPR6,969126,BRL,SAPR4
brazil,Financeira Alfa,Financeira Alfa SA CFI,financeira-alfa-sa-cfi,BRCRIVACNPR1,976215,BRL,CRIV4
brazil,Refinaria de Petroleos,Refinaria de Petroleos de Manguinhos SA,refinaria-de-petroleos-de-manguinho,BRRPMGACNOR9,976493,BRL,RPMG3
brazil,BANRISUL ON N1,Banco do Estado do Rio Grande do Sul SA,banco-do-estado-do-rio-grande-do-su,BRBRSRACNOR3,977698,BRL,BRSR3
brazil,FII Domo,FII Domo,fii-domo,BRDOMCCTF004,977699,BRL,DOMC11
brazil,Energisa,Energisa SA,energisa-sa,BRENGICDAM16,977700,BRL,ENGI11
brazil,Sansuy,Sansuy SA Industria de Plasticos,sansuy-sa,BRSNSYACNPA5,985735,BRL,SNSY5
brazil,Ogx Petroleo e Gas,Ogx Petroleo e Gas SA em Recuperacao Judicial,ogx-petroleo-e-gas-sa-em-recuperaca,BRDMMOACNOR0,986043,BRL,DMMO3
brazil,BancoC Brasil,Banco ABC Brasil SA Pref,banco-abc-brasil-sa,BRABCBR15PR9,986322,BRL,ABCB10
brazil,GAEC Educacao,GAEC Educacao SA,gaec-educacao-sa,BRANIMTNO008,986324,BRL,ANIM3T
brazil,Azevedo & Travassos Pref,Azevedo & Travassos SA Pref,azevedo-travassos-sa,BRAZEVACNPR7,986325,BRL,AZEV4
brazil,Bahema,Bahema SA,bahema-sa,BRBAHIACNOR1,986326,BRL,BAHI3
brazil,Baumer Pref,Baumer SA Pref,baumer-sa,BRBALMACNPR2,986327,BRL,BALM4
brazil,Excelsior Alimentos Pref,Excelsior Alimentos SA pref,excelsior-alimentos-sa,BRBAUHACNPR3,986328,BRL,BAUH4
brazil,Bardella Pref,Bardella SA Industrias Mecanicas Pref,bardella-sa-industrias-mecanicas,BRBDLLACNPR8,986329,BRL,BDLL4
brazil,Banestes,Banestes SA Banco do Estado do Espirito Santo,banestes-sa-banco-do-estado,BRBEESACNOR9,986330,BRL,BEES3
brazil,Banestes Pref,Banestes SA Banco do Estado do Espirito Santo Pref,banestes-sa-banco-do-estado-pref,BRBEESACNPR6,986331,BRL,BEES4
brazil,Banese Pref,Banco do Estado de Sergipe SA Pref,banco-do-estado-de-sergipe-sa,BRBGIPACNPR8,986332,BRL,BGIP4
brazil,Mercantil do Brasil,Banco Mercantil do Brasil SA,banco-mercantil-do-brasil-sa,BRBMEBACNOR8,986333,BRL,BMEB3
brazil,Mercantil do Brasil Pref,Banco Mercantil do Brasil SA Pref,banco-mercantil-do-brasil-sa-pref,BRBMEBACNPR5,986334,BRL,BMEB4
brazil,Mercantil de Investimentos,Banco Mercantil de Investimentos SA,banco-mercantil-de-investimentos-sa,BRBMINACNOR4,986335,BRL,BMIN3
brazil,Mercantil de Investimentos Pref,Banco Mercantil de Investimentos SA Pref,banco-mercantil-de-inves-pref,BRBMINACNPR1,986336,BRL,BMIN4
brazil,Bicicletas Monark,Bicicletas Monark SA,bicicletas-monark-sa,BRBMKSACNOR9,986337,BRL,BMKS3
brazil,BNB,Banco do Nordeste do Brasil SA,banco-do-nordeste-do-brasil-sa,BRBNBRACNOR8,986340,BRL,BNBR3
brazil,Bombril,Bombril SA,bombril-sa,BRBOBRACNPR3,986341,BRL,BOBR4
brazil,Banco Alfa,Banco Alfa de Investimento SA,banco-alfa-de-investimento-sa,BRBRIVACNOR6,986342,BRL,BRIV3
brazil,Banco Alfa Pref,Banco Alfa de Investimento SA Pref,banco-alfa-de-investimento-sa-pref,BRBRIVACNPR3,986343,BRL,BRIV4
brazil,BRB Pref,BRB Banco de Brasilia SA Pref,brb-banco-de-brasilia-sa,BRBSLIACNPR2,986344,BRL,BSLI4
brazil,Battistella Administracao,Battistella Administracao e Participacoes SA,battistella-administracao-e-part,BRBTTLACNOR0,986345,BRL,BTTL3
brazil,Ampla,Ampla Energia e Servicos SA,ampla-energia-e-servicos-sa,BRCBEEACNOR3,986346,BRL,CBEE3
brazil,Coelba,Companhia de Eletricidade do Estado da Bahia Coelba,companhia-eletricidade-bahia-coelba,BRCEEBACNOR3,986347,BRL,CEEB3
brazil,Coelba Pref,Companhia de Eletricidade do Estado da Bahia Coelba Pref,companhia-eletric-bahia-coelba-pref,BRCEEBACNPA6,986348,BRL,CEEB5
brazil,CELPA,Centrais Eletricas do Para SA CELPA,centrais-eletricas-do-para-sa-celpa,BRCELPACNOR8,986349,BRL,CELP3
brazil,CELPA Pref,Centrais Eletricas do Para SA CELPA Pref,centrais-eletricas-do-para-pref,BRCELPACNPA1,986350,BRL,CELP5
brazil,Celpe Pref,Companhia Energetica de Pernambuco Celpe Pref,companhia-energetica-de-pernambuco,BRCEPEACNPA6,986351,BRL,CEPE5
brazil,Comgas,Companhia de Gas de Sao Paulo Comgas,companhia-de-gas-de-sao-paulo,BRCGASACNOR0,986352,BRL,CGAS3
brazil,CPFL Renovaveis,CPFL Energias Renovaveis SA,cpfl-energias-renovaveis-sa,BRCPRETNO007,986353,BRL,CPRE3T
brazil,Financeira Alfa ORD,Financeira Alfa SA CFI ORD,financeira-alfa-sa-cfi-ord,BRCRIVACNOR4,986354,BRL,CRIV3
brazil,Cristal Pigmentos do Brasil Pref A,Cristal Pigmentos do Brasil SA Pref A,cristal-pigmentos-do-brasil-pref-a,BRCRPGACNPA3,986355,BRL,CRPG5
brazil,Cristal Pigmentos do Brasil Pref B,Cristal Pigmentos do Brasil SA Pref B,cristal-pigmentos-do-brasil-pref-b,BRCRPGACNPB1,986356,BRL,CRPG6
brazil,Cosern,Companhia Energetica do Rio Grande do Norte Cosern,companhia-energet-rio-grande-norte,BRCSRNACNOR0,986357,BRL,CSRN3
brazil,Karsten Pref,Karsten SA Pref,karsten-sa,BRCTKAACNPR7,986358,BRL,CTKA4
brazil,COTEMINAS,Companhia de Tecidos Norte de Minas COTEMINAS,companhia-de-tecidos-norte-de-minas,BRCTNMACNOR9,986359,BRL,CTNM3
brazil,Santanense,Companhia Tecidos Santanense,companhia-tecidos-santanense,BRCTSAACNOR3,986360,BRL,CTSA3
brazil,Santanense Pref,Companhia Tecidos Santanense Pref,companhia-tecidos-santanense-pref,BRCTSAACNPR0,986361,BRL,CTSA4
brazil,CVC Viagens,CVC Brasil Operadora e Agencia de Viagens SA,cvc-brasil-operadora-agencia-viagen,BRCVCBTNO003,986362,BRL,CVCB3T
brazil,Dohler Pref,Dohler SA Pref,dohler-sa,BRDOHLACNPR9,986363,BRL,DOHL4
brazil,Dtcom,Dtcom Direct to Company SA,dtcom-direct-to-company-sa,BRDTCYACNOR5,986364,BRL,DTCY3
brazil,Electro Aco Altona Pref,Electro Aco Altona SA,electro-aco-altona-sa,BREALTACNPR1,986365,BRL,EALT4
brazil,Elektro Pref,Elektro Eletricidade e Servicos SA,elektro-eletricidade-e-servicos-sa,BREKTRACNPR7,986366,BRL,EKTR4
brazil,Elekeiroz,Elekeiroz SA,elekeiroz-sa,BRELEKACNOR5,986367,BRL,ELEK3
brazil,EMAE Pref,EMAE Empresa Metropolitana de Aguas e Energia SA,emae-empresa-metropolitana-de-aguas,BREMAEACNPR1,986368,BRL,EMAE4
brazil,Energisa ORD,Energisa SA ORD,energisa-sa-ord,BRENGIACNOR0,986369,BRL,ENGI3
brazil,Energisa MT,Energisa Mato Grosso Distribuidora de Energia SA,energisa-mato-grosso-distribuidora,BRENMTACNOR5,986370,BRL,ENMT3
brazil,Brinquedos Estrela,Manufatura de Brinquedos Estrela SA,manufatura-de-brinquedos-estrela-sa,BRESTRACNPR0,986371,BRL,ESTR4
brazil,Ferbasa,Companhia de Ferro Ligas da Bahia Ferbasa,companhia-de-ferro-ligas-da-bahia,BRFESAACNOR8,986372,BRL,FESA3
brazil,Fundo de Investimento da Amazonia,Fundo de Investimento da Amazonia,fundo-de-investimento-da-amazonia,BRFNAMCTF013,986373,BRL,FNAM11
brazil,Fdo Inv Setorial FL E Ref Fiset FL Ref,Fdo Inv Setorial FL E Ref Fiset FL Ref,fiset-fl-ref-pref,BRFSRFCTF010,986374,BRL,FSRF11
brazil,GPC Participacoes,GPC Participacoes SA em Recuperacao Judicial,gpc-participacoes-sa-em-recuperacao,BRGPCPACNOR4,986375,BRL,GPCP3
brazil,Haga Pref,Haga SA Industria e Comercio Pref,haga-sa-industria-e-comercio,BRHAGAACNPR4,986376,BRL,HAGA4
brazil,Habitasul Pref,Companhia Habitasul de Participacoes,companhia-habitasul-participacoes,BRHBTSACNPA3,986377,BRL,HBTS5
brazil,Hercules Pref,Hercules SA Fabrica De Talheres,hercules-sa-fabrica-de-talheres,BRHETAACNPR9,986378,BRL,HETA4
brazil,Hoteis Othon,Hoteis Othon SA,hoteis-othon-sa,BRHOOTACNPR9,986379,BRL,HOOT4
brazil,BI&P,Banco Indusval SA,banco-indusval-sa,BRIDVLACNOR5,986380,BRL,IDVL3
brazil,Industrias JBDuarte,Industrias JB Duarte SA,industrias-jb-duarte-sa,BRJBDUACNOR6,986382,BRL,JBDU3
brazil,Industrias JBDuarte Pref,Industrias JB Duarte SA Pref,industrias-jb-duarte-sa-pref,BRJBDUACNPR3,986383,BRL,JBDU4
brazil,Josapar Joaquim Oliveira,Josapar Joaquim Oliveira SA Participacoes,josapar-joaquim-oliveira,BRJOPAACNOR5,986384,BRL,JOPA3
brazil,Josapar Joaquim Oliveira Pref,Josapar Joaquim Oliveira SA Participacoes Pref,josapar-joaquim-oliveira-pref,BRJOPAACNPR2,986385,BRL,JOPA4
brazil,KLABIN S/A ON N2,Klabin SA,klabin-sa,BRKLBNACNOR2,986386,BRL,KLBN3
brazil,Mendes Junior Engenharia,Mendes Junior Engenharia SA,mendes-junior-engenharia-sa,BRMENDACNPA2,986389,BRL,MEND5
brazil,Mundial,Mundial SA Produtos de Consumo,mundial-sa-produtos-de-consumo,BRMNDLACNOR4,986390,BRL,MNDL3
brazil,Minupar Participacoes,Minupar Participacoes SA,minupar-participacoes-sa,BRMNPRACNOR5,986391,BRL,MNPR3
brazil,METISA Pref,METISA Metalurgica Timboense SA Pref,metisa-metalurgica-timboense-sa,BRMTSAACNPR9,986392,BRL,MTSA4
brazil,Wetzel Pref,Wetzel SA Pref,wetzel-sa,BRMWETACNPR3,986393,BRL,MWET4
brazil,Ogx Petroleo e Gas,Ogx Petroleo e Gas SA em Recuperacao Judicial,ogx-petroleo-e-gas-sa,BRDMMOTNO002,986394,BRL,DMMO3T
brazil,Alianca da Bahia Pref,Companhia de Participacoes Alianca da Bahia,alianca-da-bahia,BRPEABACNPR0,986395,BRL,PEAB4
brazil,Dimed,Dimed SA Distribuidora De Medicamentos,dimed-sa-distribuidora-de-medicamen,BRPNVLACNOR9,986396,BRL,PNVL3
brazil,Dimed Pref,Dimed SA Distribuidora De Medicamentos Pref,dimed-distribuidora-medicamen-pref,BRPNVLACNPR6,986397,BRL,PNVL4
brazil,Celulose Irani,Celulose Irani SA,celulose-irani-sa,BRRANIACNOR5,986398,BRL,RANI3
brazil,Celulose Irani Pref,Celulose Irani SA Pref,celulose-irani-sa-pref,BRRANIACNPR2,986399,BRL,RANI4
brazil,Recrusul,Recrusul SA,recrusul-sa,BRRCSLACNOR4,986400,BRL,RCSL3
brazil,Recrusul Pref,Recrusul SA Pref,recrusul-sa-pref,BRRCSLACNPR1,986401,BRL,RCSL4
brazil,Rede Energia,Rede Energia SA,rede-energia-sa,BRREDEACNOR7,986402,BRL,REDE3
brazil,Alfa Holdings Pref A,Alfa Holdings SA Pref A,alfa-holdings-sa-a,BRRPADACNPA4,986404,BRL,RPAD5
brazil,Alfa Holdings Pref B,Alfa Holdings SA Pref B,alfa-holdings-sa-b,BRRPADACNPB2,986405,BRL,RPAD6
brazil,Ser Educacional,Ser Educacional SA,ser-educacional-sa,BRSEERTNO007,986406,BRL,SEER3T
brazil,WLM Industria e Comercio,WLM Industria e Comercio SA,wlm-industria-e-comercio-sa,BRWLMMACNOR6,986407,BRL,WLMM3
